case_type,pending_days,evidence_pages,witness_count,priority_level,judge_load,delay_risk
Tax,2316,4239,23,Critical,44,0
Criminal,2380,2124,45,High,119,0
Property,2684,2873,22,Critical,86,0
Corporate,1020,2675,1,Low,90,0
Criminal,363,1535,25,Medium,19,0
Tax,2190,3037,41,Medium,76,0
Civil,1674,4167,28,High,77,0
Property,391,1593,37,Low,98,0
Family,1910,2556,11,Low,110,0
Corporate,2878,3946,22,Low,116,0
Criminal,2174,2072,25,High,111,0
Civil,2011,3816,21,Low,102,0
Family,2093,651,36,Medium,74,0
Criminal,2633,1881,20,Low,60,0
Criminal,2007,3972,16,Low,39,0
Family,405,1252,28,High,48,0
Civil,771,2284,29,Critical,19,0
Tax,419,2067,26,Critical,102,0
Civil,2697,555,40,High,53,0
Property,1270,3553,2,High,41,0
Corporate,853,4845,49,High,53,0
Family,2397,3117,10,High,72,0
Tax,2273,1295,13,Low,70,0
Family,447,3093,15,Low,74,0
Family,636,1045,9,Critical,50,0
Civil,597,2071,27,High,90,0
Corporate,573,3641,8,High,21,0
Property,2308,4583,6,Low,11,0
Criminal,913,220,36,High,82,0
Criminal,2598,4423,24,Medium,85,0
Family,732,3343,3,Low,69,0
Corporate,1253,3378,26,Medium,34,0
Tax,2923,2991,36,Low,109,0
Civil,2750,4998,21,Low,70,0
Corporate,1652,605,13,Low,117,0
Corporate,2098,3365,11,Critical,108,0
Civil,2665,3874,8,Critical,31,0
Family,2975,4624,46,Low,106,0
Corporate,1816,3444,46,Low,65,0
Criminal,1649,4120,48,Low,30,0
Civil,1487,379,14,Low,64,0
Tax,2448,3689,33,High,49,0
Property,1613,4329,2,High,60,0
Family,1944,3497,1,High,31,0
Civil,107,4678,11,Critical,37,0
Property,1338,2832,6,Medium,13,0
Property,677,64,32,Low,35,0
Tax,2217,2770,15,High,96,0
Corporate,582,653,12,High,69,0
Tax,1027,1230,37,High,32,0
Corporate,311,1769,29,Low,50,0
Corporate,1311,3261,44,Low,67,0
Civil,1876,2788,22,Medium,17,0
Civil,1413,613,46,Critical,105,0
Family,2517,1444,14,Medium,60,0
Corporate,2347,1946,19,Low,112,0
Property,1187,876,5,Medium,70,0
Criminal,2823,571,35,High,117,0
Family,133,4158,25,Medium,10,0
Civil,795,2908,38,High,39,0
Tax,2172,4294,9,Medium,101,0
Family,2806,1500,7,High,26,0
Family,1626,626,18,Medium,32,0
Family,509,691,2,Critical,111,0
Family,2857,3335,10,Medium,33,0
Criminal,2090,36,44,Low,95,0
Tax,1993,2893,2,Low,78,0
Tax,2678,2614,45,High,98,0
Tax,2172,2504,8,Low,61,0
Corporate,2370,635,7,High,80,0
Property,2102,3225,35,Critical,67,0
Tax,1325,2869,23,Low,31,0
Family,1558,4427,8,Low,68,0
Family,1219,3827,21,High,53,0
Tax,968,2092,33,Critical,46,0
Tax,791,544,47,Critical,43,0
Family,683,3193,1,Medium,109,0
Corporate,1699,1493,12,High,66,0
Civil,2715,2445,11,High,66,0
Civil,2568,3294,48,Critical,49,0
Tax,1961,3358,30,High,29,0
Criminal,1156,2027,4,Low,110,0
Tax,1955,4577,34,Low,26,0
Tax,604,2432,23,Low,61,0
Civil,2371,2171,32,High,13,0
Family,2973,3202,3,Medium,72,0
Tax,1359,447,28,Medium,59,0
Family,1307,4584,4,Critical,91,0
Family,1233,1034,12,High,101,0
Criminal,69,1624,24,Critical,59,0
Family,2853,889,33,High,25,0
Civil,549,2747,3,Medium,116,0
Corporate,1669,2872,4,Low,81,0
Corporate,2623,905,30,High,70,0
Property,2313,2628,6,Medium,53,0
Tax,492,1293,49,Medium,27,0
Civil,1281,4446,30,Medium,59,0
Family,1878,1975,8,Low,102,0
Corporate,512,606,18,Medium,113,0
Civil,2507,220,16,Critical,89,0
Corporate,372,4569,6,Medium,39,0
Family,1226,3637,24,Medium,58,0
Corporate,1492,845,28,High,107,0
Tax,1232,130,32,High,103,0
Tax,1651,2931,25,High,30,0
Property,2210,3919,28,Medium,31,0
Property,2428,927,21,Medium,56,0
Corporate,2583,3735,8,Critical,34,0
Civil,2161,3709,36,Low,95,0
Tax,1022,574,9,Medium,65,0
Civil,2907,1923,40,Low,73,0
Civil,2938,126,21,Medium,37,0
Corporate,2420,3356,1,Low,112,0
Civil,2943,2554,4,High,42,0
Tax,1219,2246,10,Medium,75,0
Family,2370,3313,26,Critical,13,0
Property,1633,1413,40,Low,89,0
Family,1223,2704,3,High,21,0
Civil,627,2855,44,Critical,26,0
Family,674,186,9,High,45,0
Tax,477,2730,32,Medium,25,0
Tax,2767,3644,3,Critical,112,0
Civil,2932,2367,4,Low,32,0
Corporate,2579,1424,6,Low,81,0
Family,793,1545,9,Critical,18,0
Corporate,764,4429,26,Low,87,0
Corporate,1672,4931,2,High,64,0
Criminal,2327,4858,2,Critical,82,0
Civil,630,2794,21,Low,73,0
Property,2202,845,22,High,56,0
Tax,2190,1144,3,Low,99,0
Tax,1010,588,35,High,109,0
Civil,1812,1978,38,Medium,76,0
Property,2227,3759,33,High,19,0
Tax,2952,2129,15,Low,98,0
Civil,2420,4484,11,High,13,0
Tax,609,4209,10,Low,39,0
Corporate,812,4114,36,Critical,20,0
Family,2398,2950,14,Critical,60,0
Family,2899,783,2,Medium,28,0
Tax,561,3380,45,High,22,0
Criminal,1542,3470,48,Medium,66,0
Property,2569,2167,44,Critical,109,0
Property,641,3415,37,High,12,0
Property,2329,4444,29,High,87,0
Corporate,2035,3739,35,Medium,83,0
Property,1130,4821,20,Medium,47,0
Family,1700,240,21,High,113,0
Corporate,1445,1881,34,High,36,0
Civil,1465,2634,49,High,97,0
Property,2250,1041,43,Medium,89,0
Property,904,129,33,Low,19,0
Civil,2278,4264,19,Critical,62,0
Property,246,3868,8,Critical,36,0
Civil,405,718,31,Medium,16,0
Corporate,1639,127,11,High,101,0
Family,40,408,8,Critical,99,0
Civil,2969,444,25,Critical,91,0
Criminal,1643,2514,49,Critical,22,0
Civil,2512,2985,20,Critical,81,0
Property,847,2723,38,High,100,0
Corporate,1326,2019,7,Medium,69,0
Tax,720,3595,13,High,23,0
Corporate,1629,1547,39,High,114,0
Tax,1562,4073,43,Critical,53,0
Civil,1185,2046,10,Critical,79,0
Family,2932,2388,8,High,93,0
Criminal,1977,2786,42,High,37,0
Corporate,813,1875,43,High,32,0
Property,2396,466,20,Low,21,0
Tax,2921,1617,17,Critical,33,0
Property,2002,229,11,Medium,60,0
Family,1906,868,16,Medium,117,0
Tax,2698,1671,37,Medium,31,0
Corporate,814,1936,42,Low,71,0
Civil,426,3549,32,Low,35,0
Property,1111,1938,26,Medium,95,0
Family,1533,596,37,Medium,67,0
Corporate,2063,708,9,Medium,80,0
Corporate,1644,809,35,High,24,0
Corporate,489,1375,3,Critical,103,0
Corporate,2138,1707,31,Low,77,0
Tax,2446,369,42,Low,15,0
Corporate,2796,2737,7,High,11,0
Property,575,3559,2,Low,40,0
Family,2573,4541,25,Medium,33,0
Tax,526,4442,40,Low,44,0
Corporate,534,1149,12,High,56,0
Criminal,1122,4370,30,Critical,40,0
Criminal,2238,4559,30,Medium,98,0
Family,1667,4228,29,Low,81,0
Civil,747,4804,41,Medium,85,0
Civil,1622,1010,11,Critical,11,0
Tax,1438,1893,23,Low,88,0
Tax,298,4161,17,Medium,113,0
Tax,1976,4872,13,High,68,0
Civil,1507,1396,33,High,105,0
Criminal,2776,1246,1,Critical,72,0
Civil,1571,583,40,Critical,84,0
Property,894,2907,13,Critical,26,0
Corporate,2427,1360,38,Low,63,0
Tax,139,3757,3,Critical,30,0
Criminal,2484,1457,16,Low,31,0
Family,679,114,42,Medium,106,0
Family,2128,3316,7,High,64,0
Corporate,1529,968,3,Medium,38,0
Criminal,1140,4668,14,High,88,0
Civil,625,2712,16,Critical,30,0
Civil,1008,4181,4,Medium,11,0
Property,760,3301,31,Medium,51,0
Property,86,1517,13,Critical,61,0
Civil,2815,4780,27,Medium,47,0
Family,2273,2751,1,Low,12,0
Tax,1813,2763,25,High,34,0
Family,1731,4295,37,Critical,86,0
Property,1316,2901,44,Low,97,0
Corporate,141,221,11,Low,71,0
Civil,2842,1518,9,Critical,104,0
Property,740,3106,7,Medium,24,0
Property,1231,3133,14,High,79,0
Tax,977,2610,30,Low,114,0
Civil,55,1968,24,Medium,19,0
Tax,2487,3624,3,Critical,82,0
Civil,787,3983,48,Critical,114,0
Tax,2608,713,39,High,114,0
Family,1830,1739,27,Critical,78,0
Corporate,1585,3953,1,High,118,0
Corporate,2826,3752,38,Critical,53,0
Civil,1871,2679,26,Critical,50,0
Criminal,2323,1741,6,Low,92,0
Property,1134,4071,42,Medium,29,0
Property,691,2311,12,Low,106,0
Civil,938,4219,38,High,116,0
Tax,2473,2718,46,Low,46,0
Criminal,551,3394,35,Critical,104,0
Family,1886,1030,10,Critical,48,0
Tax,1789,1061,9,Medium,86,0
Tax,2341,1577,23,High,111,0
Civil,819,1227,30,Critical,118,0
Civil,1327,1700,22,Medium,79,0
Property,1759,3641,47,Medium,17,0
Civil,201,3372,9,Critical,52,0
Civil,294,1698,19,Critical,19,0
Civil,2016,3616,8,High,50,0
Property,1079,2765,4,Medium,13,0
Family,1522,3565,5,Medium,87,0
Family,1915,3013,19,Medium,13,0
Civil,505,800,46,High,33,0
Property,2433,965,18,Medium,30,0
Family,1079,3448,29,Low,19,0
Tax,63,3118,19,Low,55,0
Family,2341,567,6,Medium,98,0
Family,1191,2227,5,Low,79,0
Property,845,3004,43,Low,89,0
Tax,2952,2610,5,High,53,0
Property,783,2194,8,Medium,101,0
Civil,595,1817,27,High,109,0
Corporate,491,1900,37,Medium,42,0
Family,1684,3076,43,Critical,103,0
Corporate,2732,2277,45,Low,45,0
Property,110,2217,38,High,34,0
Property,2834,50,37,High,22,0
Property,1967,631,18,Critical,48,0
Corporate,899,4417,26,Critical,88,0
Property,1460,3030,42,Low,47,0
Civil,1099,2932,16,Low,39,0
Property,628,3822,22,Medium,23,0
Criminal,1664,2832,46,Medium,59,0
Corporate,836,702,23,Critical,77,0
Criminal,1964,276,47,Low,10,0
Property,1106,959,3,Low,70,0
Civil,733,2914,3,Critical,12,0
Family,2553,3205,12,Critical,118,0
Tax,2669,796,23,High,59,0
Tax,2093,2752,47,Critical,70,0
Property,516,751,11,High,45,0
Civil,735,2062,42,Medium,13,0
Corporate,1555,989,47,Critical,52,0
Criminal,1194,122,46,Critical,23,0
Criminal,649,1103,29,Critical,98,0
Criminal,806,4882,6,High,112,0
Corporate,476,3090,46,Critical,76,0
Tax,2367,3768,16,Critical,16,0
Civil,238,391,34,Low,17,0
Corporate,1528,698,37,Low,53,0
Criminal,2490,221,11,Low,73,0
Property,2754,108,11,Critical,16,0
Family,1480,2016,25,Low,57,0
Corporate,1907,4514,19,Medium,71,0
Corporate,2741,207,32,Low,34,0
Civil,2367,4767,8,Critical,90,0
Civil,1321,1574,12,Low,99,0
Corporate,2228,4702,41,Low,77,0
Criminal,1772,249,35,Low,73,0
Family,1308,3572,6,Medium,27,0
Civil,1430,74,21,Medium,13,0
Criminal,1706,4386,26,High,26,0
Property,884,4051,1,Critical,56,0
Civil,1411,1143,17,Medium,90,0
Criminal,2685,3160,35,Medium,54,0
Criminal,2447,3390,27,Medium,98,0
Family,734,1572,2,Critical,67,0
Family,855,135,36,High,12,0
Property,1034,3633,1,Critical,21,0
Criminal,406,4438,10,Low,100,0
Tax,1002,2630,31,High,26,0
Criminal,147,379,37,Low,31,0
Family,473,47,5,Medium,48,0
Tax,784,3857,41,Critical,48,0
Civil,669,3553,46,Low,116,0
Civil,2201,1438,13,High,109,0
Corporate,2735,4059,45,Low,25,0
Family,1330,2936,24,Low,110,0
Corporate,2899,1314,27,Medium,60,0
Tax,2741,3649,1,Low,38,0
Family,2437,2095,49,Low,87,0
Property,652,4859,20,Medium,80,0
Criminal,1522,3697,8,High,50,0
Property,2038,3173,3,Medium,66,0
Tax,1681,1798,49,Low,37,0
Family,1753,4695,32,Critical,86,0
Tax,1949,3914,44,Medium,89,0
Criminal,948,2518,25,Medium,30,0
Civil,1203,4548,25,Low,13,0
Civil,2529,393,14,Critical,112,0
Tax,1215,2285,43,High,108,0
Corporate,149,1151,27,Critical,24,0
Family,611,1862,48,Medium,62,0
Family,1977,1593,32,Critical,99,0
Civil,2176,4464,27,High,55,0
Property,1220,807,4,Critical,16,0
Criminal,1716,1565,39,Critical,27,0
Property,2029,4141,11,Critical,98,0
Property,2591,4974,48,Medium,110,0
Tax,2741,389,48,Low,30,0
Civil,430,4999,3,Low,17,0
Civil,2442,4394,25,Critical,68,0
Civil,1379,1722,24,Medium,29,0
Tax,2658,1677,9,Medium,91,0
Corporate,1686,1948,8,Medium,92,0
Property,650,4075,39,Low,76,0
Tax,2905,626,31,Medium,64,0
Family,276,2596,17,Critical,71,0
Criminal,2511,4144,43,Low,111,0
Corporate,1146,342,31,Medium,27,0
Family,2692,1896,4,Critical,100,0
Property,653,603,4,Low,88,0
Civil,2398,2829,37,Medium,119,0
Property,1869,675,8,High,65,0
Tax,2933,4901,42,Critical,94,0
Criminal,2139,242,49,High,31,0
Tax,329,2142,6,Low,17,0
Corporate,432,2240,9,Medium,20,0
Corporate,1701,3570,42,Critical,116,0
Criminal,282,2462,8,Critical,21,0
Family,1787,4948,32,Critical,57,0
Family,2555,4005,15,High,112,0
Corporate,1422,186,18,Medium,72,0
Corporate,1994,2036,23,Medium,36,0
Civil,189,137,5,Medium,44,0
Family,234,1829,27,High,11,0
Criminal,1191,2226,33,Low,108,0
Family,1421,1270,2,High,104,0
Civil,887,4026,42,Low,17,0
Tax,789,3129,38,High,29,0
Corporate,1620,4578,28,Medium,17,0
Corporate,2798,1691,24,Medium,72,0
Civil,2145,2171,21,Medium,77,0
Criminal,162,2317,31,High,40,0
Corporate,1753,1056,11,Critical,41,0
Property,2996,2634,28,High,22,0
Corporate,459,1899,48,Low,95,0
Property,2385,616,40,High,35,0
Civil,2727,640,4,Low,90,0
Civil,1227,90,43,High,38,0
Corporate,2489,1823,42,Critical,100,0
Family,126,4553,16,Critical,95,0
Property,1736,1087,12,Medium,27,0
Criminal,1207,1945,22,Critical,78,0
Corporate,1748,1057,35,High,21,0
Criminal,1295,3462,43,Critical,11,0
Corporate,1357,3203,16,Medium,51,0
Family,1338,1422,24,High,16,0
Family,1080,2381,35,Low,56,0
Family,1413,1458,28,High,99,0
Tax,2279,3831,42,Medium,63,0
Family,2839,504,29,Critical,112,0
Civil,2951,4284,21,Critical,24,0
Civil,610,4918,48,High,67,0
Tax,2447,265,25,Low,42,0
Property,562,4964,39,Low,76,0
Criminal,1205,3391,31,Low,72,0
Corporate,1155,1370,15,Low,115,0
Corporate,928,549,47,High,57,0
Tax,2684,4962,42,Critical,75,0
Civil,1499,3834,35,Low,90,0
Corporate,2950,1808,38,High,74,0
Civil,1282,1722,22,High,45,0
Property,799,3645,5,High,116,0
Criminal,863,3340,48,Low,26,0
Property,1934,779,13,Low,11,0
Tax,2313,1423,32,High,42,0
Family,2239,817,3,High,102,0
Family,583,551,15,High,15,0
Family,2865,1937,27,Critical,52,0
Property,1121,4979,27,Critical,109,0
Corporate,1226,4157,30,Medium,97,0
Criminal,1690,3436,6,Medium,20,0
Family,588,618,25,Low,14,0
Tax,290,325,28,Critical,39,0
Tax,2294,4924,22,Medium,19,0
Family,1870,2929,4,High,110,0
Family,1177,698,15,High,100,0
Criminal,834,3404,26,Low,100,0
Family,1215,750,18,Low,33,0
Criminal,2278,2045,9,Medium,68,0
Tax,2479,4248,4,High,76,0
Family,304,2786,48,Low,70,0
Property,235,2118,5,Low,111,0
Property,1753,411,45,Critical,35,0
Tax,896,2763,6,Medium,118,0
Criminal,122,3804,12,Low,48,0
Property,1095,3857,31,Medium,91,0
Criminal,2456,4623,47,High,12,0
Property,1381,1705,9,Medium,47,0
Property,2142,2934,7,Low,51,0
Criminal,394,1438,29,Critical,57,0
Corporate,850,4211,14,Medium,98,0
Property,1537,4221,20,Medium,22,0
Family,2059,4110,48,High,98,0
Tax,1954,3746,32,Critical,97,0
Corporate,2617,4793,22,Medium,65,0
Criminal,1115,3649,36,Critical,114,0
Corporate,2568,3333,44,Low,68,0
Civil,1326,4971,18,Critical,72,0
Civil,2306,4905,40,Low,89,0
Property,1073,4630,49,High,52,0
Property,32,1104,25,High,114,0
Family,1783,1027,31,High,115,0
Tax,940,1337,35,Low,84,0
Corporate,336,2369,26,Medium,66,0
Civil,2509,2713,4,Low,30,0
Property,165,2298,42,Critical,104,0
Tax,1962,3742,48,Critical,63,0
Corporate,2592,3713,20,Low,88,0
Property,2270,4412,34,High,62,0
Property,1638,4570,12,High,54,0
Civil,1468,4355,16,Critical,45,0
Civil,902,3267,42,Critical,72,0
Property,1171,3154,5,Medium,116,0
Criminal,695,2618,44,Medium,10,0
Property,238,2205,35,Medium,101,0
Tax,981,4072,44,Critical,106,0
Property,1087,4569,27,Medium,76,0
Family,678,3844,1,Critical,88,0
Family,1371,3540,34,Critical,42,0
Family,2197,1269,43,Low,41,0
Criminal,656,2094,32,Medium,96,0
Criminal,554,2524,44,Low,67,0
Property,1634,4810,39,Low,35,0
Family,1898,4825,33,Medium,70,0
Criminal,798,2034,31,Critical,26,0
Civil,2589,4964,13,Critical,82,0
Property,2124,968,45,Critical,78,0
Tax,801,126,2,Medium,38,0
Corporate,769,2511,30,Critical,72,0
Property,551,4712,10,Low,15,0
Corporate,1430,174,23,High,114,0
Family,2211,3260,33,Medium,68,0
Corporate,277,815,39,High,108,0
Family,1371,4387,45,Low,30,0
Civil,2513,1590,29,High,54,0
Corporate,1888,1654,30,Low,54,0
Property,715,1958,34,High,96,0
Family,615,1552,39,High,44,0
Property,2428,3048,17,Critical,61,0
Criminal,172,4237,22,High,55,0
Family,996,1460,5,Low,75,0
Corporate,2881,1418,11,Low,66,0
Family,747,3666,22,Low,51,0
Property,672,3417,32,Medium,82,0
Civil,2578,4265,24,Low,86,0
Family,399,4822,11,Medium,116,0
Corporate,1139,3062,11,Low,107,0
Criminal,816,1635,17,Medium,25,0
Tax,2816,1533,32,High,14,0
Civil,1513,2618,19,High,10,0
Criminal,979,864,27,Low,113,0
Family,1378,3439,32,Medium,31,0
Property,551,3550,25,Critical,57,0
Property,2566,2347,28,Critical,119,0
Corporate,1982,3060,40,Critical,35,0
Property,2474,1996,27,High,43,0
Civil,2973,1855,14,High,67,0
Property,384,4919,42,Medium,94,0
Corporate,976,374,39,Low,16,0
Tax,2365,1625,2,High,34,0
Family,1512,4493,17,Low,66,0
Family,1677,3215,1,Critical,21,0
Property,565,2147,45,Critical,40,0
Criminal,1344,1007,32,Low,36,0
Family,2928,4348,19,Medium,95,0
Tax,2915,173,14,Critical,43,0
Property,2245,926,31,Medium,90,0
Corporate,979,3783,18,Critical,84,0
Tax,650,1640,14,High,102,0
Property,457,3648,47,Critical,43,0
Tax,1755,3594,14,Medium,46,0
Family,2567,4438,24,High,67,0
Corporate,2432,351,5,Critical,69,0
Property,2273,4358,16,High,35,0
Civil,574,449,5,High,118,0
Corporate,2794,2443,13,Critical,54,0
Civil,853,100,16,Low,54,0
Tax,1032,1593,15,Low,41,0
Criminal,688,439,31,Medium,110,0
Corporate,2857,486,5,Medium,78,0
Tax,2088,3413,21,Critical,93,0
Civil,2473,1585,30,High,80,0
Family,760,1538,23,High,116,0
Family,1862,4050,38,Low,32,0
Criminal,438,2055,29,Low,74,0
Corporate,2439,823,13,High,48,0
Corporate,113,1097,32,High,76,0
Corporate,2233,1652,48,Medium,54,0
Tax,736,2004,42,High,76,0
Criminal,1991,23,27,High,72,0
Corporate,2549,622,34,Critical,79,0
Tax,2696,2387,45,High,104,0
Family,1477,3695,49,Low,63,0
Civil,163,520,33,Low,36,0
Tax,817,204,4,Medium,102,0
Family,2984,3529,18,Medium,88,0
Family,893,3271,6,Critical,45,0
Civil,696,3167,28,Medium,14,0
Family,306,2960,44,High,76,0
Criminal,1805,1315,27,High,60,0
Civil,911,74,26,Critical,98,0
Family,2090,1744,20,Low,41,0
Property,2419,2930,13,High,30,0
Tax,2112,1890,28,High,26,0
Family,2636,4192,34,Critical,82,0
Criminal,1267,2363,49,Low,35,0
Corporate,2482,3310,23,Medium,31,0
Family,2735,3368,10,High,50,0
Corporate,188,1621,30,Low,119,0
Property,1163,2813,22,Critical,68,0
Family,2626,3357,5,Critical,96,0
Civil,1881,2110,44,Low,84,0
Corporate,308,1271,9,Critical,19,0
Property,2556,190,43,Medium,96,0
Civil,140,2829,4,Low,14,0
Civil,2508,2374,42,Medium,64,0
Civil,571,1793,1,Critical,35,0
Civil,1168,3774,34,Medium,13,0
Family,389,4011,41,Medium,116,0
Tax,2449,2101,26,Medium,36,0
Family,1268,846,18,Medium,111,0
Family,1786,1685,16,Low,107,0
Property,984,149,23,Critical,67,0
Property,2336,1437,46,Critical,12,0
Tax,2855,3807,36,High,59,0
Property,2197,1427,26,Medium,105,0
Criminal,1005,613,2,Medium,35,0
Tax,942,1057,44,High,27,0
Property,1181,2148,5,High,16,0
Tax,752,3298,29,Medium,54,0
Family,2600,4319,4,Critical,22,0
Family,1741,42,47,High,15,0
Tax,354,1653,35,Medium,44,0
Criminal,1559,4021,22,Critical,104,0
Criminal,1579,4219,49,Low,115,0
Tax,1103,1425,8,High,62,0
Property,1975,1498,44,High,110,0
Corporate,1637,1214,21,Critical,116,0
Criminal,2146,595,8,Low,77,0
Civil,420,1626,5,Critical,51,0
Family,2460,4389,21,High,13,0
Tax,45,471,27,Low,69,0
Civil,875,144,38,Medium,54,0
Tax,898,3474,5,High,81,0
Family,597,2384,21,Critical,111,0
Family,2209,1886,8,Critical,84,0
Criminal,2049,1703,22,Critical,75,0
Criminal,2350,926,18,Critical,91,0
Civil,1676,3554,4,Critical,91,0
Tax,2561,449,4,High,31,0
Family,2627,2771,37,Low,21,0
Civil,386,3845,15,Critical,90,0
Corporate,1686,381,38,Critical,60,0
Civil,2310,4911,27,Medium,26,0
Property,65,451,21,Medium,45,0
Civil,2490,2742,48,Low,102,0
Property,1057,4974,46,High,58,0
Property,2121,3081,46,High,25,0
Property,2645,3243,48,Low,114,0
Corporate,2817,1650,4,Low,84,0
Civil,143,4691,11,Low,53,0
Civil,1802,289,19,Critical,116,0
Corporate,2474,1143,19,High,118,0
Family,1227,3196,27,Low,31,0
Criminal,1308,3412,40,Medium,103,0
Civil,495,4553,42,Critical,17,0
Criminal,1517,1062,28,Critical,119,0
Tax,876,1661,5,Critical,27,0
Tax,531,2461,48,Critical,119,0
Corporate,470,3317,25,Low,89,0
Tax,2146,1403,3,Critical,93,0
Tax,355,4016,26,Medium,112,0
Family,1795,34,10,Medium,81,0
Family,96,1694,24,Low,103,0
Family,333,3637,29,Critical,47,0
Tax,1001,1500,45,Medium,38,0
Corporate,513,1765,7,High,86,0
Property,958,3066,44,Critical,90,0
Property,1470,4230,23,Low,113,0
Criminal,178,995,46,High,116,0
Property,2661,1705,27,Critical,90,0
Property,2325,2103,42,High,82,0
Family,1154,2309,9,Critical,11,0
Family,2779,1706,44,Critical,68,0
Tax,125,4178,3,Medium,51,0
Criminal,311,528,13,High,97,0
Civil,2399,207,6,High,30,0
Criminal,558,2802,38,Low,119,0
Criminal,2340,4208,21,Low,11,0
Corporate,1672,4120,19,High,14,0
Tax,609,3529,25,Medium,26,0
Corporate,1693,3537,39,Medium,33,0
Criminal,2371,2092,4,Critical,17,0
Criminal,1661,117,22,Low,39,0
Criminal,2472,1311,5,Low,59,0
Property,2590,3484,1,Low,31,0
Corporate,2998,1807,17,Critical,68,0
Criminal,839,703,9,Medium,33,0
Family,2997,1152,9,Low,35,0
Tax,722,4142,24,Critical,70,0
Tax,264,3224,10,High,17,0
Family,981,3143,20,Medium,21,0
Tax,1884,3856,17,High,23,0
Property,1390,4896,13,Low,39,0
Property,1061,1634,29,Critical,64,0
Civil,1496,1061,36,Medium,108,0
Civil,1994,2885,23,Low,70,0
Civil,568,874,27,Medium,71,0
Tax,849,2046,18,Critical,40,0
Property,1711,2007,18,Critical,101,0
Property,301,2570,9,Low,119,0
Property,1058,259,3,Medium,36,0
Family,1952,509,7,Critical,109,0
Property,1272,3871,15,Medium,10,0
Family,1171,1056,30,Medium,50,0
Civil,622,1358,9,High,23,0
Civil,1635,4800,41,Low,83,0
Tax,144,3289,27,Low,59,0
Civil,2340,2574,36,Medium,51,0
Tax,1707,3520,18,High,80,0
Criminal,1475,3882,31,Medium,49,0
Criminal,236,1787,17,Low,23,0
Corporate,2380,4728,6,Low,109,0
Tax,141,181,39,Medium,100,0
Corporate,1470,675,25,Medium,20,0
Corporate,1912,3026,42,Medium,72,0
Criminal,214,4736,42,Low,115,0
Tax,1794,3526,38,Medium,58,0
Criminal,930,1276,38,Medium,46,0
Corporate,250,2178,31,Critical,115,0
Tax,1497,1971,29,Low,19,0
Corporate,1123,769,40,Medium,63,0
Property,2975,728,9,High,16,0
Tax,2699,1641,1,Low,90,0
Tax,2504,4156,16,Medium,21,0
Corporate,2721,4675,38,Medium,110,0
Property,2645,485,23,Critical,110,0
Family,2042,4015,8,Critical,64,0
Criminal,2520,1120,47,Low,45,0
Corporate,630,1733,12,Critical,16,0
Tax,1190,4605,10,Critical,33,0
Criminal,533,136,16,Low,43,0
Criminal,2208,2501,47,High,74,0
Criminal,247,215,43,Medium,38,0
Family,2765,4734,24,Medium,35,0
Civil,2248,1494,39,Critical,83,0
Corporate,1528,2492,8,Medium,74,0
Civil,641,4149,11,Critical,54,0
Civil,1182,3074,41,Low,26,0
Civil,86,1294,26,Low,114,0
Criminal,1234,3729,7,Low,45,0
Property,275,358,15,Medium,82,0
Criminal,173,3531,15,Critical,112,0
Criminal,397,4295,48,Critical,72,0
Tax,1512,4737,3,Medium,32,0
Tax,2295,3319,16,Low,102,0
Civil,645,1676,15,High,75,0
Criminal,1911,662,25,Critical,91,0
Civil,1618,1700,33,Critical,101,0
Tax,2519,1370,14,Medium,51,0
Property,2918,638,24,High,80,0
Corporate,728,1189,11,Low,84,0
